photo_id	image	entity	hard	photo_url	taxon	source_split	selection_group	target_label	needs_bbox_markup
624201087	https://inaturalist-open-data.s3.amazonaws.com/photos/624201087/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624201087/original.jpg	bee	train	negative	negative	False
624536236	https://inaturalist-open-data.s3.amazonaws.com/photos/624536236/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624536236/original.jpg	butterfly	train	positive	butterfly	True
624740550	https://inaturalist-open-data.s3.amazonaws.com/photos/624740550/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624740550/original.jpg	butterfly	train	positive	butterfly	True
623164666	https://inaturalist-open-data.s3.amazonaws.com/photos/623164666/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/623164666/original.jpg	butterfly	train	positive	butterfly	True
624240982	https://inaturalist-open-data.s3.amazonaws.com/photos/624240982/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624240982/original.jpg	shrub	train	negative	negative	False
547045525	https://inaturalist-open-data.s3.amazonaws.com/photos/547045525/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/547045525/original.jpg	shrub	train	negative	negative	False
523759983	https://inaturalist-open-data.s3.amazonaws.com/photos/523759983/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/523759983/original.jpg	shrub	train	negative	negative	False
622184124	https://inaturalist-open-data.s3.amazonaws.com/photos/622184124/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/622184124/original.jpg	butterfly	train	positive	butterfly	True
624491894	https://inaturalist-open-data.s3.amazonaws.com/photos/624491894/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624491894/original.jpg	butterfly	train	positive	butterfly	True
623798242	https://inaturalist-open-data.s3.amazonaws.com/photos/623798242/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/623798242/original.jpg	bee	train	negative	negative	False
620298300	https://inaturalist-open-data.s3.amazonaws.com/photos/620298300/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620298300/original.jpg	butterfly	train	positive	butterfly	True
624107451	https://inaturalist-open-data.s3.amazonaws.com/photos/624107451/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624107451/original.jpg	butterfly	train	positive	butterfly	True
621917220	https://inaturalist-open-data.s3.amazonaws.com/photos/621917220/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621917220/original.jpg	butterfly	train	positive	butterfly	True
624869953	https://inaturalist-open-data.s3.amazonaws.com/photos/624869953/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624869953/original.jpg	beetle	train	negative	negative	False
623132365	https://inaturalist-open-data.s3.amazonaws.com/photos/623132365/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623132365/original.jpg	bee	train	negative	negative	False
542906040	https://inaturalist-open-data.s3.amazonaws.com/photos/542906040/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/542906040/original.jpg	shrub	train	negative	negative	False
620687913	https://inaturalist-open-data.s3.amazonaws.com/photos/620687913/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620687913/original.jpg	butterfly	train	positive	butterfly	True
621307738	https://inaturalist-open-data.s3.amazonaws.com/photos/621307738/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621307738/original.jpg	butterfly	train	positive	butterfly	True
620979048	https://inaturalist-open-data.s3.amazonaws.com/photos/620979048/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620979048/original.jpg	butterfly	train	positive	butterfly	True
622081068	https://inaturalist-open-data.s3.amazonaws.com/photos/622081068/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622081068/original.jpg	butterfly	train	positive	butterfly	True
535411214	https://inaturalist-open-data.s3.amazonaws.com/photos/535411214/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/535411214/original.jpg	shrub	train	negative	negative	False
624245720	https://inaturalist-open-data.s3.amazonaws.com/photos/624245720/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624245720/original.jpg	butterfly	train	positive	butterfly	True
621976732	https://inaturalist-open-data.s3.amazonaws.com/photos/621976732/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621976732/original.jpg	butterfly	train	positive	butterfly	True
543309204	https://inaturalist-open-data.s3.amazonaws.com/photos/543309204/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/543309204/original.jpg	shrub	train	negative	negative	False
624509913	https://inaturalist-open-data.s3.amazonaws.com/photos/624509913/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624509913/original.jpg	bee	train	negative	negative	False
621905841	https://inaturalist-open-data.s3.amazonaws.com/photos/621905841/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621905841/original.jpg	butterfly	train	positive	butterfly	True
624950192	https://inaturalist-open-data.s3.amazonaws.com/photos/624950192/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624950192/original.jpg	flower	train	negative	negative	False
624349617	https://inaturalist-open-data.s3.amazonaws.com/photos/624349617/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624349617/original.jpg	bee	train	negative	negative	False
531219960	https://inaturalist-open-data.s3.amazonaws.com/photos/531219960/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/531219960/original.jpg	shrub	train	negative	negative	False
622635546	https://inaturalist-open-data.s3.amazonaws.com/photos/622635546/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622635546/original.jpg	butterfly	train	positive	butterfly	True
623886533	https://inaturalist-open-data.s3.amazonaws.com/photos/623886533/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623886533/original.jpg	bee	train	negative	negative	False
622384533	https://inaturalist-open-data.s3.amazonaws.com/photos/622384533/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622384533/original.jpg	butterfly	train	positive	butterfly	True
623195172	https://inaturalist-open-data.s3.amazonaws.com/photos/623195172/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623195172/original.jpg	butterfly	train	positive	butterfly	True
624402256	https://inaturalist-open-data.s3.amazonaws.com/photos/624402256/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624402256/original.jpg	bee	train	negative	negative	False
620738436	https://inaturalist-open-data.s3.amazonaws.com/photos/620738436/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620738436/original.jpg	butterfly	train	positive	butterfly	True
621191309	https://inaturalist-open-data.s3.amazonaws.com/photos/621191309/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/621191309/original.jpg	butterfly	train	positive	butterfly	True
624949422	https://inaturalist-open-data.s3.amazonaws.com/photos/624949422/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624949422/original.jpg	flower	train	negative	negative	False
620015873	https://inaturalist-open-data.s3.amazonaws.com/photos/620015873/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620015873/original.jpg	butterfly	train	positive	butterfly	True
624765756	https://inaturalist-open-data.s3.amazonaws.com/photos/624765756/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624765756/original.jpg	butterfly	train	positive	butterfly	True
624490154	https://inaturalist-open-data.s3.amazonaws.com/photos/624490154/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624490154/original.jpg	bee	train	negative	negative	False
620665164	https://inaturalist-open-data.s3.amazonaws.com/photos/620665164/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620665164/original.jpg	butterfly	train	positive	butterfly	True
623746790	https://inaturalist-open-data.s3.amazonaws.com/photos/623746790/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623746790/original.jpg	bee	train	negative	negative	False
624308877	https://inaturalist-open-data.s3.amazonaws.com/photos/624308877/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624308877/original.jpg	beetle	train	negative	negative	False
624441283	https://inaturalist-open-data.s3.amazonaws.com/photos/624441283/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624441283/original.jpg	beetle	train	negative	negative	False
624946532	https://inaturalist-open-data.s3.amazonaws.com/photos/624946532/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624946532/original.jpg	flower	train	negative	negative	False
624406051	https://inaturalist-open-data.s3.amazonaws.com/photos/624406051/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624406051/original.jpg	butterfly	train	positive	butterfly	True
624600498	https://inaturalist-open-data.s3.amazonaws.com/photos/624600498/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624600498/original.jpg	bee	train	negative	negative	False
619923099	https://inaturalist-open-data.s3.amazonaws.com/photos/619923099/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/619923099/original.jpg	butterfly	train	positive	butterfly	True
624436929	https://inaturalist-open-data.s3.amazonaws.com/photos/624436929/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624436929/original.jpg	butterfly	train	positive	butterfly	True
624771086	https://inaturalist-open-data.s3.amazonaws.com/photos/624771086/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624771086/original.jpg	bee	train	negative	negative	False
624753410	https://inaturalist-open-data.s3.amazonaws.com/photos/624753410/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624753410/original.jpg	beetle	train	negative	negative	False
622465840	https://inaturalist-open-data.s3.amazonaws.com/photos/622465840/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622465840/original.jpg	butterfly	train	positive	butterfly	True
619988603	https://inaturalist-open-data.s3.amazonaws.com/photos/619988603/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/619988603/original.jpg	butterfly	train	positive	butterfly	True
624734015	https://inaturalist-open-data.s3.amazonaws.com/photos/624734015/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624734015/original.jpg	beetle	train	negative	negative	False
624554808	https://inaturalist-open-data.s3.amazonaws.com/photos/624554808/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624554808/original.jpg	butterfly	train	positive	butterfly	True
624268155	https://inaturalist-open-data.s3.amazonaws.com/photos/624268155/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624268155/original.jpg	bee	train	negative	negative	False
622101217	https://inaturalist-open-data.s3.amazonaws.com/photos/622101217/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622101217/original.jpg	butterfly	train	positive	butterfly	True
624500881	https://inaturalist-open-data.s3.amazonaws.com/photos/624500881/original.jpg	beetle	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624500881/original.jpg	beetle	train	negative	negative	False
621707313	https://inaturalist-open-data.s3.amazonaws.com/photos/621707313/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621707313/original.jpg	butterfly	train	positive	butterfly	True
624793942	https://inaturalist-open-data.s3.amazonaws.com/photos/624793942/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624793942/original.jpg	butterfly	train	positive	butterfly	True
620435435	https://inaturalist-open-data.s3.amazonaws.com/photos/620435435/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620435435/original.jpg	butterfly	train	positive	butterfly	True
621230867	https://inaturalist-open-data.s3.amazonaws.com/photos/621230867/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621230867/original.jpg	butterfly	train	positive	butterfly	True
623488097	https://inaturalist-open-data.s3.amazonaws.com/photos/623488097/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623488097/original.jpg	bee	train	negative	negative	False
523881836	https://inaturalist-open-data.s3.amazonaws.com/photos/523881836/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/523881836/original.jpg	shrub	train	negative	negative	False
624769392	https://inaturalist-open-data.s3.amazonaws.com/photos/624769392/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624769392/original.jpg	beetle	train	negative	negative	False
624908752	https://inaturalist-open-data.s3.amazonaws.com/photos/624908752/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624908752/original.jpg	flower	train	negative	negative	False
622576739	https://inaturalist-open-data.s3.amazonaws.com/photos/622576739/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622576739/original.jpg	butterfly	train	positive	butterfly	True
620915131	https://inaturalist-open-data.s3.amazonaws.com/photos/620915131/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620915131/original.jpg	butterfly	train	positive	butterfly	True
620409750	https://inaturalist-open-data.s3.amazonaws.com/photos/620409750/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620409750/original.jpg	butterfly	train	positive	butterfly	True
623403625	https://inaturalist-open-data.s3.amazonaws.com/photos/623403625/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623403625/original.jpg	bee	train	negative	negative	False
620171214	https://inaturalist-open-data.s3.amazonaws.com/photos/620171214/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620171214/original.jpg	butterfly	train	positive	butterfly	True
624916477	https://inaturalist-open-data.s3.amazonaws.com/photos/624916477/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624916477/original.jpg	flower	train	negative	negative	False
624045437	https://inaturalist-open-data.s3.amazonaws.com/photos/624045437/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624045437/original.jpg	butterfly	train	positive	butterfly	True
624901649	https://inaturalist-open-data.s3.amazonaws.com/photos/624901649/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624901649/original.jpg	flower	train	negative	negative	False
621058095	https://inaturalist-open-data.s3.amazonaws.com/photos/621058095/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/621058095/original.jpg	butterfly	train	positive	butterfly	True
623929637	https://inaturalist-open-data.s3.amazonaws.com/photos/623929637/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/623929637/original.jpg	butterfly	train	positive	butterfly	True
624952875	https://inaturalist-open-data.s3.amazonaws.com/photos/624952875/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624952875/original.jpg	flower	train	negative	negative	False
624419580	https://inaturalist-open-data.s3.amazonaws.com/photos/624419580/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624419580/original.jpg	beetle	train	negative	negative	False
623446958	https://inaturalist-open-data.s3.amazonaws.com/photos/623446958/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623446958/original.jpg	butterfly	train	positive	butterfly	True
539790007	https://inaturalist-open-data.s3.amazonaws.com/photos/539790007/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/539790007/original.jpg	shrub	train	negative	negative	False
622399079	https://inaturalist-open-data.s3.amazonaws.com/photos/622399079/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622399079/original.jpg	butterfly	train	positive	butterfly	True
624734209	https://inaturalist-open-data.s3.amazonaws.com/photos/624734209/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624734209/original.jpg	beetle	train	negative	negative	False
624731142	https://inaturalist-open-data.s3.amazonaws.com/photos/624731142/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624731142/original.jpg	beetle	train	negative	negative	False
623698730	https://inaturalist-open-data.s3.amazonaws.com/photos/623698730/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623698730/original.jpg	bee	train	negative	negative	False
519642423	https://inaturalist-open-data.s3.amazonaws.com/photos/519642423/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/519642423/original.jpg	shrub	train	negative	negative	False
623318555	https://inaturalist-open-data.s3.amazonaws.com/photos/623318555/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623318555/original.jpg	butterfly	train	positive	butterfly	True
570102361	https://inaturalist-open-data.s3.amazonaws.com/photos/570102361/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/570102361/original.jpg	shrub	train	negative	negative	False
623976589	https://inaturalist-open-data.s3.amazonaws.com/photos/623976589/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/623976589/original.jpg	bee	train	negative	negative	False
624949853	https://inaturalist-open-data.s3.amazonaws.com/photos/624949853/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624949853/original.jpg	flower	train	negative	negative	False
523366712	https://inaturalist-open-data.s3.amazonaws.com/photos/523366712/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/523366712/original.jpg	shrub	train	negative	negative	False
624949806	https://inaturalist-open-data.s3.amazonaws.com/photos/624949806/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624949806/original.jpg	flower	train	negative	negative	False
619698470	https://inaturalist-open-data.s3.amazonaws.com/photos/619698470/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/619698470/original.jpg	butterfly	train	positive	butterfly	True
623161181	https://inaturalist-open-data.s3.amazonaws.com/photos/623161181/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623161181/original.jpg	butterfly	train	positive	butterfly	True
620521159	https://inaturalist-open-data.s3.amazonaws.com/photos/620521159/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620521159/original.jpg	butterfly	train	positive	butterfly	True
526043835	https://inaturalist-open-data.s3.amazonaws.com/photos/526043835/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/526043835/original.jpg	shrub	train	negative	negative	False
623358494	https://inaturalist-open-data.s3.amazonaws.com/photos/623358494/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623358494/original.jpg	bee	train	negative	negative	False
623132512	https://inaturalist-open-data.s3.amazonaws.com/photos/623132512/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623132512/original.jpg	butterfly	train	positive	butterfly	True
524103705	https://inaturalist-open-data.s3.amazonaws.com/photos/524103705/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/524103705/original.jpg	shrub	train	negative	negative	False
623077670	https://inaturalist-open-data.s3.amazonaws.com/photos/623077670/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623077670/original.jpg	butterfly	train	positive	butterfly	True
624296527	https://inaturalist-open-data.s3.amazonaws.com/photos/624296527/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624296527/original.jpg	beetle	train	negative	negative	False
621202625	https://inaturalist-open-data.s3.amazonaws.com/photos/621202625/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/621202625/original.jpg	butterfly	train	positive	butterfly	True
619896122	https://inaturalist-open-data.s3.amazonaws.com/photos/619896122/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/619896122/original.jpg	butterfly	train	positive	butterfly	True
623903434	https://inaturalist-open-data.s3.amazonaws.com/photos/623903434/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623903434/original.jpg	bee	train	negative	negative	False
623205200	https://inaturalist-open-data.s3.amazonaws.com/photos/623205200/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/623205200/original.jpg	bee	train	negative	negative	False
622073300	https://inaturalist-open-data.s3.amazonaws.com/photos/622073300/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/622073300/original.jpg	butterfly	train	positive	butterfly	True
624949687	https://inaturalist-open-data.s3.amazonaws.com/photos/624949687/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624949687/original.jpg	flower	train	negative	negative	False
624921606	https://inaturalist-open-data.s3.amazonaws.com/photos/624921606/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624921606/original.jpg	flower	train	negative	negative	False
623694083	https://inaturalist-open-data.s3.amazonaws.com/photos/623694083/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/623694083/original.jpg	bee	train	negative	negative	False
624921120	https://inaturalist-open-data.s3.amazonaws.com/photos/624921120/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624921120/original.jpg	flower	train	negative	negative	False
620420710	https://inaturalist-open-data.s3.amazonaws.com/photos/620420710/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620420710/original.jpg	butterfly	train	positive	butterfly	True
566147133	https://inaturalist-open-data.s3.amazonaws.com/photos/566147133/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/566147133/original.jpg	shrub	train	negative	negative	False
623607940	https://inaturalist-open-data.s3.amazonaws.com/photos/623607940/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623607940/original.jpg	bee	train	negative	negative	False
624739478	https://inaturalist-open-data.s3.amazonaws.com/photos/624739478/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624739478/original.jpg	butterfly	train	positive	butterfly	True
620259961	https://inaturalist-open-data.s3.amazonaws.com/photos/620259961/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620259961/original.jpg	butterfly	train	positive	butterfly	True
623286719	https://inaturalist-open-data.s3.amazonaws.com/photos/623286719/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623286719/original.jpg	butterfly	train	positive	butterfly	True
623746887	https://inaturalist-open-data.s3.amazonaws.com/photos/623746887/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623746887/original.jpg	butterfly	train	positive	butterfly	True
622008668	https://inaturalist-open-data.s3.amazonaws.com/photos/622008668/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622008668/original.jpg	butterfly	train	positive	butterfly	True
623359066	https://inaturalist-open-data.s3.amazonaws.com/photos/623359066/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623359066/original.jpg	butterfly	train	positive	butterfly	True
624466197	https://inaturalist-open-data.s3.amazonaws.com/photos/624466197/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624466197/original.jpg	butterfly	train	positive	butterfly	True
